MSSubClass,MSZoning,LotFrontage,LotShape,LandContour,LotConfig,Neighborhood,OverallQual,OverallCond,YearRemodAdd,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,ScreenPorch,SaleCondition,YrSold,Prediccion_Escalada,Precio_Predicho_USD
20,RL,80.0,Reg,Lvl,Inside,SawyerW,7,5,1994,Gable,HdBoard,Gd,PConc,Gd,No,GLQ,Ex,Y,1626,0,1626,1.0,1,Gd,7,Typ,1,TA,RFn,2.0,534.0,Y,424,0,Normal,2008,12.278529850723235,215029.35888122677
60,RL,,IR2,Lvl,CulDSac,SawyerW,7,5,1994,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1101,1099,2200,0.0,1,Gd,9,Typ,1,TA,RFn,2.0,453.0,Y,168,0,Normal,2008,12.352287394921321,231488.94438258215
80,RL,85.0,IR1,Lvl,Corner,SawyerW,7,5,1996,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1302,735,2037,0.0,1,Gd,8,Typ,1,TA,Fin,2.0,472.0,Y,100,0,Normal,2008,12.286785000654135,216811.80553810587
60,RL,65.0,IR1,Lvl,Inside,CollgCr,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,628,728,1356,0.0,1,Gd,6,Typ,1,Gd,Fin,2.0,484.0,Y,100,0,Partial,2008,12.122149673415988,183900.4161337264
20,RL,65.0,IR1,Lvl,Inside,CollgCr,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,1615,0,1615,0.0,0,Gd,7,Typ,1,Gd,RFn,3.0,864.0,Y,168,0,Normal,2008,12.377072255263755,237298.05719486135
20,RL,91.0,Reg,Lvl,Inside,CollgCr,9,5,2008,Hip,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,2276,0,2276,1.0,0,Ex,7,Typ,2,Gd,RFn,3.0,1348.0,Y,0,255,Abnorml,2008,12.695752401507747,326358.71282727906
20,RL,91.0,Reg,Lvl,Inside,CollgCr,9,5,2008,Hip,VinylSd,Ex,PConc,Ex,Av,GLQ,Ex,Y,1766,0,1766,1.0,1,Ex,8,Typ,2,Gd,Fin,3.0,874.0,Y,216,0,Partial,2008,12.695084735449445,326140.88691746834
80,RL,,IR2,Lvl,Corner,SawyerW,8,5,1995,Gable,VinylSd,Gd,PConc,Gd,Gd,GLQ,Ex,Y,1511,0,1511,1.0,0,Gd,6,Typ,1,Fa,Fin,3.0,811.0,Y,168,0,Normal,2008,12.39930590566718,242633.14874498555
20,RL,,IR1,Bnk,CulDSac,ClearCr,6,6,1966,Flat,Plywood,TA,CBlock,Gd,Gd,LwQ,Ex,Y,1643,0,1643,1.0,0,TA,6,Typ,1,Gd,Unf,2.0,438.0,Y,339,0,Normal,2008,12.309604191197025,221816.15590120308
20,RL,65.0,Reg,Low,Inside,CollgCr,5,7,1994,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,990,0,990,1.0,0,TA,5,Typ,0,,Unf,2.0,528.0,Y,168,0,Normal,2008,11.979940722206669,159522.57419676514
20,RL,,IR1,Lvl,Inside,CollgCr,7,5,1998,Gable,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,Y,1418,0,1418,1.0,0,Gd,5,Typ,1,TA,RFn,2.0,558.0,Y,208,0,Normal,2008,12.302885276504412,220330.78769133234
60,RL,,IR1,Lvl,Corner,CollgCr,6,5,1997,Gable,VinylSd,TA,PConc,Gd,No,GLQ,Ex,Y,872,899,1771,1.0,1,Gd,6,Typ,0,,RFn,2.0,600.0,Y,0,0,Normal,2008,12.1993760494014,198665.1552207913
60,RL,68.0,IR1,Lvl,Inside,CollgCr,7,5,2000,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,782,870,1652,0.0,1,Gd,6,Typ,0,,RFn,2.0,532.0,Y,0,0,Normal,2008,12.195309498111072,197858.9135999939
60,RL,75.0,IR1,Lvl,Inside,CollgCr,7,5,2001,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,928,895,1823,1.0,1,Gd,6,Typ,0,,RFn,2.0,626.0,Y,192,0,Normal,2008,12.274305838025803,214122.98774822295
20,RL,,IR1,Lvl,Inside,CollgCr,5,6,1978,Gable,HdBoard,TA,CBlock,Gd,Mn,ALQ,Ex,Y,1174,0,1174,1.0,0,TA,5,Typ,0,,Unf,2.0,528.0,Y,211,0,Normal,2008,12.000873934163309,162897.09056245175
20,RL,,IR1,Lvl,Inside,CollgCr,5,6,1975,Gable,HdBoard,TA,CBlock,TA,Av,ALQ,TA,Y,1076,0,1076,0.0,1,TA,5,Typ,1,Fa,Unf,2.0,576.0,Y,0,0,Abnorml,2008,11.873154973913925,143365.8414232985
20,RL,40.0,IR1,Lvl,CulDSac,CollgCr,5,6,2001,Gable,Plywood,TA,CBlock,TA,No,Rec,TA,Y,1558,0,1558,1.0,0,TA,5,Min2,0,,Fin,2.0,440.0,Y,140,227,Normal,2008,12.065641710773614,173796.73588593196
60,RL,,Reg,Lvl,Inside,CollgCr,7,5,2001,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1290,871,2161,0.0,1,Gd,8,Typ,1,TA,RFn,2.0,570.0,Y,0,0,Normal,2008,12.310212934767021,221951.22616723616
60,RL,,IR1,Lvl,CulDSac,CollgCr,9,5,2002,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1366,581,1947,1.0,1,Gd,7,Typ,1,TA,Fin,3.0,725.0,Y,168,0,Normal,2008,12.586884431784727,292694.42678301985
20,RL,,IR2,Lvl,CulDSac,CollgCr,8,5,2003,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1786,0,1786,1.0,0,Gd,6,Typ,1,Gd,RFn,3.0,715.0,Y,182,0,Normal,2008,12.602395407649126,297269.79545692826
60,RL,41.0,IR2,Lvl,CulDSac,CollgCr,7,5,2003,Gable,VinylSd,Gd,PConc,Gd,No,Unf,Ex,Y,1129,1198,2327,0.0,1,Gd,9,Typ,1,Gd,RFn,2.0,596.0,Y,0,0,Normal,2008,12.376766249630698,237225.4537617426
60,RL,96.0,IR1,Lvl,Inside,CollgCr,8,5,2000,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,886,878,1764,0.0,1,Gd,7,Typ,1,TA,Unf,2.0,560.0,Y,120,0,Normal,2008,12.28711972247714,216884.38932791623
120,RM,,Reg,Lvl,Inside,CollgCr,6,5,2004,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,848,0,848,1.0,0,Gd,3,Typ,0,,RFn,2.0,420.0,Y,140,0,Normal,2008,11.895456673782661,146599.06254701017
90,RM,83.0,Reg,Lvl,Corner,CollgCr,6,5,1998,Gable,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,Y,1838,0,1838,2.0,0,TA,8,Typ,0,,Unf,3.0,721.0,Y,160,0,Abnorml,2008,12.250475188713619,209080.6180177173
20,RL,75.0,Reg,Lvl,Inside,CollgCr,7,5,2004,Gable,VinylSd,Gd,PConc,Gd,Mn,GLQ,Ex,Y,1445,0,1445,0.0,0,Gd,6,Typ,0,,Unf,2.0,470.0,Y,0,0,Normal,2008,12.19252438665858,197308.6211423728
20,RL,85.0,Reg,Lvl,Corner,CollgCr,7,6,2007,Gable,VinylSd,Gd,PConc,Gd,No,GLQ,Ex,Y,1564,0,1564,0.0,0,Gd,6,Typ,0,,RFn,3.0,814.0,Y,0,0,Normal,2008,12.31342761544694,222665.87655683735
20,RL,74.0,Reg,Lvl,Inside,CollgCr,7,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1361,0,1361,0.0,0,Gd,6,Typ,0,,RFn,2.0,610.0,Y,0,0,Normal,2008,12.19220084470642,197244.7938518704
20,RL,75.0,Reg,Lvl,Inside,Edwards,5,5,1966,Hip,HdBoard,TA,CBlock,TA,No,Rec,TA,Y,1092,0,1092,0.0,0,TA,6,Typ,0,,Unf,1.0,264.0,Y,259,161,Abnorml,2008,11.611571868721972,110367.59748702715
85,RL,64.0,Reg,Lvl,Inside,Edwards,5,5,1976,Gable,HdBoard,TA,CBlock,Gd,Gd,ALQ,Ex,Y,1033,0,1033,0.0,0,TA,6,Typ,0,,RFn,2.0,504.0,Y,224,0,Family,2008,11.738370659089327,125288.0367022551
20,RL,65.0,Reg,Lvl,Inside,Edwards,6,6,1976,Hip,HdBoard,TA,CBlock,TA,No,BLQ,TA,Y,1127,0,1127,0.0,1,TA,6,Typ,1,Po,Unf,2.0,480.0,Y,0,0,Normal,2008,11.825697743735121,136721.0152790588
80,RL,,IR1,Lvl,CulDSac,Edwards,6,6,1977,Hip,Plywood,TA,CBlock,TA,Av,ALQ,TA,Y,1117,0,1117,1.0,0,TA,6,Typ,1,Fa,RFn,2.0,542.0,Y,292,0,Normal,2008,11.946652959920979,154299.8335982985
60,RL,72.0,Reg,Lvl,Inside,Edwards,6,7,2001,Hip,Plywood,TA,CBlock,TA,Av,ALQ,TA,Y,684,714,1398,0.0,1,TA,6,Typ,1,TA,Fin,2.0,440.0,Y,0,0,Normal,2008,11.965184207675973,157185.86029139246
90,RL,65.0,Reg,Lvl,Corner,Edwards,4,5,1955,Gable,AsbShng,TA,PConc,,,,TA,N,1152,0,1152,0.0,0,TA,6,Typ,0,,,0.0,0.0,N,0,0,AdjLand,2008,11.325191303892545,82883.50145553003
90,RL,74.0,Reg,Lvl,Inside,Edwards,4,5,1955,Gable,WdShing,TA,Slab,,,,TA,N,1152,0,1152,0.0,0,TA,6,Typ,0,,,0.0,0.0,N,0,0,Normal,2008,11.38088325869095,87630.40087671249
190,RL,56.0,Reg,Lvl,Inside,Edwards,4,5,1955,Hip,Wd Sdng,TA,CBlock,TA,Av,ALQ,TA,N,784,0,784,1.0,0,TA,4,Typ,0,,,0.0,0.0,Y,112,0,Normal,2008,11.366108490167997,86345.1996427558
50,RL,60.0,Reg,Lvl,Inside,Edwards,5,7,2007,Gable,Wd Sdng,TA,PConc,TA,No,Unf,Gd,Y,585,468,1053,0.0,1,Ex,5,Typ,0,,,0.0,0.0,N,42,0,Family,2008,11.556289433738776,104431.79247959619
50,RL,57.0,Reg,Lvl,Inside,Edwards,5,8,1993,Gable,MetalSd,TA,Slab,,,,Gd,Y,929,208,1137,0.0,1,TA,8,Min1,0,,,0.0,0.0,Y,0,0,Normal,2008,11.632794271475078,112734.89410293086
20,RL,68.0,Reg,Bnk,Inside,Edwards,4,5,1953,Gable,MetalSd,TA,CBlock,Gd,No,Rec,TA,Y,930,0,930,0.0,0,TA,5,Typ,0,,RFn,1.0,286.0,Y,134,0,Normal,2008,11.510341085594634,99741.89572577896
80,RL,62.0,Reg,Bnk,Inside,Edwards,4,6,1954,Gable,Wd Sdng,TA,CBlock,Ex,Av,Unf,Gd,Y,1204,0,1204,0.0,0,TA,6,Typ,0,,Unf,1.0,312.0,Y,0,0,Abnorml,2008,11.627188762195523,112104.72546605987
30,RL,67.0,Reg,Lvl,Inside,Edwards,4,7,2008,Gable,Wd Sdng,TA,PConc,TA,No,ALQ,TA,Y,949,343,1292,0.0,1,Gd,6,Typ,0,,Unf,1.0,205.0,N,0,0,Normal,2008,11.705850881478295,121279.23358584386
30,RL,60.0,Reg,Lvl,Corner,SWISU,7,8,1950,Gable,WdShing,TA,BrkTil,TA,No,Unf,Ex,Y,1424,0,1424,0.0,0,TA,7,Typ,1,Gd,Unf,1.0,312.0,Y,0,0,Normal,2008,11.997327491106098,162320.40849606518
90,RL,64.0,Reg,Lvl,Inside,SWISU,6,7,1950,Gable,Stucco,TA,BrkTil,TA,No,ALQ,Ex,Y,960,960,1920,2.0,2,TA,10,Typ,2,Gd,Unf,2.0,480.0,Y,248,0,Abnorml,2008,12.117820955881239,183106.083638597
70,RL,66.0,Reg,Bnk,Inside,Crawfor,6,6,1950,Gambrel,Wd Sdng,TA,BrkTil,TA,No,BLQ,Ex,Y,672,644,1316,1.0,0,TA,6,Typ,1,Gd,Unf,1.0,369.0,P,0,192,Normal,2008,11.956879824410322,155885.93367853452
50,RL,63.0,Reg,Lvl,Inside,Crawfor,6,6,1995,Gable,Wd Sdng,TA,BrkTil,Gd,No,Unf,Ex,Y,676,588,1264,0.0,0,TA,6,Typ,0,,Unf,2.0,400.0,Y,424,0,Normal,2008,11.898301706094555,147016.73548161957
70,RL,54.0,Reg,Lvl,Corner,Crawfor,8,9,1997,Gable,Stucco,Gd,PConc,Fa,No,ALQ,Ex,Y,798,714,1512,1.0,0,Gd,7,Typ,1,Gd,Unf,1.0,180.0,P,85,0,Normal,2008,12.281152304425383,215594.00347304478
70,RL,,IR1,HLS,Corner,Crawfor,6,3,1950,Hip,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,Y,819,784,1603,0.0,0,TA,7,Typ,1,Gd,Unf,2.0,599.0,Y,0,0,Normal,2008,11.908711172770792,148555.09414612307
50,RL,,IR1,HLS,Inside,Crawfor,5,6,1995,Gable,WdShing,TA,CBlock,TA,No,BLQ,Ex,Y,1265,673,1938,0.0,0,Gd,7,Min2,1,Gd,Unf,1.0,240.0,Y,0,0,Normal,2008,12.060050518436183,172827.71641949393
50,RL,,IR1,HLS,Inside,Crawfor,5,4,1950,Gable,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,Y,932,442,1374,0.0,0,TA,6,Typ,0,,Unf,1.0,225.0,Y,64,100,Normal,2008,11.763838865216712,128519.87816141639
20,RL,79.0,IR1,Lvl,Corner,Crawfor,6,5,1951,Hip,WdShing,TA,PConc,TA,No,Rec,Fa,N,1091,0,1091,0.0,0,TA,5,Typ,1,TA,Fin,1.0,344.0,Y,66,221,Normal,2008,11.855983199635087,140925.01221612806
70,RL,100.0,IR1,HLS,Inside,Crawfor,8,6,1950,Gable,BrkFace,TA,PConc,TA,No,LwQ,TA,Y,983,890,1873,0.0,1,TA,9,Typ,2,Gd,Fin,2.0,786.0,Y,0,0,Alloca,2008,12.169881040917796,192891.096331914
50,RL,70.0,Reg,Bnk,Inside,Crawfor,7,9,2000,Gable,VinylSd,TA,CBlock,TA,No,GLQ,Ex,Y,1218,943,2161,1.0,1,Gd,8,Typ,2,TA,Fin,2.0,506.0,Y,0,0,Normal,2008,12.487829528433387,265091.287938184
20,RL,56.0,IR1,Lvl,CulDSac,Crawfor,5,5,1956,Gable,BrkFace,TA,PConc,TA,No,Rec,Ex,Y,1898,0,1898,0.0,1,TA,7,Typ,2,TA,Unf,2.0,484.0,Y,0,0,Normal,2008,12.183927675028576,195619.6858705443
160,RM,24.0,Reg,Lvl,CulDSac,Blueste,6,6,1980,Gable,MetalSd,TA,CBlock,Gd,No,GLQ,TA,Y,516,516,1032,0.0,0,TA,5,Typ,1,TA,Unf,2.0,462.0,Y,213,0,Normal,2008,11.778440764217043,130410.2805860364
30,RM,50.0,Reg,Lvl,Inside,IDOTRR,6,8,1998,Gable,VinylSd,TA,BrkTil,TA,No,Rec,TA,Y,919,0,919,1.0,0,TA,5,Typ,0,,Unf,1.0,195.0,P,0,0,Normal,2008,11.61096066086911,110300.1605558318
50,RM,60.0,Reg,Lvl,Inside,IDOTRR,6,8,2006,Gable,VinylSd,TA,CBlock,Fa,No,Unf,Gd,Y,760,330,1090,0.0,0,TA,5,Typ,0,,Unf,1.0,240.0,Y,0,0,Normal,2008,11.603567370554323,109487.68657594411
50,RM,58.0,Reg,Lvl,Inside,IDOTRR,5,7,1950,Gable,Wd Sdng,TA,CBlock,Gd,No,Unf,Gd,Y,780,420,1200,0.0,0,TA,7,Typ,0,,,0.0,0.0,Y,0,0,Normal,2008,11.520626789500733,100773.10560051705
80,RM,75.0,Reg,Lvl,Inside,IDOTRR,5,5,1967,Hip,HdBoard,Fa,CBlock,Gd,Mn,Rec,Ex,Y,1092,564,1656,0.0,1,TA,7,Mod,1,Po,Unf,1.0,288.0,Y,0,100,Normal,2008,11.76661593378416,128877.28271412993
30,RM,60.0,Reg,Lvl,Inside,IDOTRR,5,7,1995,Gable,Wd Sdng,TA,BrkTil,TA,No,Unf,TA,Y,912,0,912,0.0,0,TA,5,Typ,0,,RFn,1.0,360.0,Y,0,0,Normal,2008,11.458593198018892,94711.7358417262
50,RM,75.0,Reg,Lvl,Inside,IDOTRR,5,5,1958,Gable,WdShing,TA,CBlock,TA,No,ALQ,Gd,Y,1151,804,1955,0.0,0,TA,7,Typ,0,,Fin,1.0,356.0,Y,0,0,Normal,2008,11.741612584303184,125694.87025308689
70,C (all),60.0,Reg,Lvl,Corner,IDOTRR,4,7,1950,Gable,Wd Sdng,TA,Stone,,No,Unf,Ex,N,825,536,1361,0.0,0,TA,6,Typ,0,,Unf,1.0,185.0,Y,0,0,Normal,2008,11.478195078679713,96586.57918145746
50,C (all),52.0,Reg,Lvl,Corner,IDOTRR,4,7,2000,Gable,Plywood,TA,PConc,,No,Unf,TA,N,671,378,1049,0.0,0,TA,5,Typ,0,,Unf,1.0,195.0,N,0,0,Normal,2008,11.358880882875425,85723.38028808731
70,C (all),60.0,Reg,Bnk,Inside,IDOTRR,4,6,1950,Gable,MetalSd,TA,Stone,Fa,Mn,Unf,Ex,Y,432,432,864,0.0,1,Fa,5,Min2,0,,Unf,1.0,216.0,N,0,0,Normal,2008,11.184716959379191,72021.28356457684
120,RM,44.0,IR1,HLS,Inside,Crawfor,8,5,2008,Hip,CemntBd,Ex,PConc,Ex,Gd,GLQ,Ex,Y,1648,0,1648,1.0,0,Ex,5,Typ,1,Gd,Fin,2.0,525.0,Y,162,0,Partial,2008,12.518302415792041,273293.7261632902
120,RM,44.0,IR1,HLS,Inside,Crawfor,7,5,2005,Hip,CemntBd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1646,0,1646,1.0,0,Ex,5,Typ,1,Gd,Fin,2.0,482.0,Y,128,155,Normal,2008,12.459901066886744,257790.1257787015
20,RL,,IR2,Lvl,Inside,Mitchel,7,5,1997,Gable,MetalSd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,2032,0,2032,1.0,0,Gd,7,Typ,0,,Fin,3.0,786.0,Y,0,0,Normal,2008,12.398217551591015,242369.22161767073
60,RL,,Reg,Lvl,Inside,Mitchel,7,5,1997,Gable,VinylSd,TA,PConc,Gd,Mn,Unf,Ex,Y,910,910,1820,0.0,1,Gd,8,Typ,1,TA,Unf,3.0,816.0,Y,318,0,Normal,2008,12.209833862807354,200753.65990627973
90,RL,76.0,Reg,Lvl,Inside,Mitchel,5,4,1976,Gable,Plywood,TA,CBlock,,,,TA,Y,936,936,1872,0.0,2,TA,8,Typ,0,,Unf,2.0,484.0,Y,0,0,Abnorml,2008,11.783179442839682,131029.71949665515
20,RL,74.0,Reg,Lvl,Inside,Mitchel,4,5,1991,Gable,HdBoard,TA,PConc,Gd,No,ALQ,Gd,Y,1689,0,1689,1.0,0,TA,6,Typ,1,TA,Unf,2.0,432.0,Y,428,0,Normal,2008,12.041675554534912,169681.01219450333
120,RL,42.0,IR1,Lvl,Inside,Timber,7,6,1986,Gable,VinylSd,Gd,CBlock,Gd,Av,GLQ,Gd,Y,1501,0,1501,1.0,0,Gd,6,Typ,1,TA,Fin,2.0,512.0,Y,240,0,Normal,2008,12.384732720342898,239122.8511368375
20,RL,74.0,IR1,HLS,Inside,Timber,8,5,2007,Hip,VinylSd,Gd,PConc,Ex,Gd,GLQ,Ex,Y,1537,0,1537,1.0,0,Gd,8,Typ,0,,Fin,3.0,788.0,Y,0,0,Normal,2008,12.507011325543086,270225.29758779134
60,RL,107.0,IR1,HLS,Corner,Timber,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,920,860,1780,1.0,1,Gd,6,Typ,1,Gd,Fin,2.0,612.0,Y,0,0,Partial,2008,12.497410427966859,267643.3067313904
80,RL,73.0,Reg,Lvl,Inside,Timber,5,5,2007,Gable,VinylSd,TA,PConc,Gd,No,Unf,Gd,Y,712,730,1442,0.0,1,TA,6,Typ,0,,Fin,2.0,400.0,Y,100,0,Normal,2008,11.95332130854837,155332.19693570776
60,RL,81.0,IR1,HLS,Corner,Timber,7,5,2008,Gable,VinylSd,Gd,PConc,Gd,Av,Unf,Ex,Y,796,816,1612,0.0,1,Gd,6,Typ,0,,Fin,3.0,666.0,Y,0,0,Partial,2008,12.300750982444667,219861.0384697875
20,RL,75.0,IR1,Lvl,Inside,Timber,6,5,1989,Gable,Wd Sdng,TA,CBlock,Gd,No,Unf,Ex,Y,1495,0,1495,0.0,0,TA,8,Typ,1,TA,Unf,2.0,438.0,Y,252,0,Normal,2008,12.115832950549882,182742.42936120907
20,RL,93.0,Reg,Lvl,Corner,Timber,6,5,1986,Gable,Plywood,Gd,CBlock,Gd,Av,GLQ,Ex,Y,1256,0,1256,0.0,0,Gd,6,Typ,1,Fa,Unf,2.0,578.0,Y,282,0,Normal,2008,12.169500125389396,192817.6351101795
20,RL,82.0,IR1,Lvl,Inside,Timber,8,5,2003,Hip,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Y,1440,0,1440,1.0,0,Gd,7,Typ,1,TA,Fin,2.0,467.0,Y,185,0,Normal,2008,12.449887599062215,255221.6338660534
20,RL,,IR1,Lvl,Inside,Timber,6,5,2000,Hip,VinylSd,Gd,PConc,Ex,Mn,GLQ,Ex,Y,1675,0,1675,1.0,0,Gd,6,Typ,0,,RFn,2.0,435.0,Y,165,0,Normal,2008,12.3420462012417,229130.31945059067
20,RL,79.0,IR1,HLS,Inside,Timber,8,5,2007,Gable,VinylSd,Gd,PConc,Gd,Av,GLQ,Ex,Y,1728,0,1728,1.0,0,Gd,7,Typ,1,Gd,Fin,2.0,520.0,Y,0,0,Normal,2008,12.498751008342108,268002.3447018193
20,RL,85.0,IR1,Lvl,Inside,Timber,8,5,2006,Gable,VinylSd,Gd,PConc,Ex,Av,GLQ,Ex,Y,1964,0,1964,1.0,1,Gd,7,Typ,1,Gd,Fin,3.0,892.0,Y,0,0,Normal,2008,12.639901798265818,308631.0403498189
90,RM,97.0,IR1,Lvl,Corner,Mitchel,7,5,1998,Gable,VinylSd,TA,PConc,Gd,Gd,GLQ,Ex,Y,1344,0,1344,2.0,0,TA,8,Typ,0,,Fin,4.0,784.0,Y,0,0,Alloca,2008,12.125505840838152,184518.6535931754
20,RL,77.0,Reg,Lvl,FR2,Mitchel,5,5,2008,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,1092,0,1092,0.0,0,TA,5,Typ,0,,,0.0,0.0,Y,0,0,Abnorml,2008,11.63251315001102,112703.20635871147
120,RM,32.0,Reg,Lvl,FR2,Mitchel,6,5,1997,Hip,VinylSd,TA,PConc,Ex,No,GLQ,Ex,Y,1189,0,1189,1.0,0,TA,4,Typ,0,,RFn,2.0,392.0,Y,0,0,Normal,2008,11.962178755126882,156714.15484613122
85,RL,150.0,Reg,Lvl,Corner,Mitchel,4,5,1964,Gable,HdBoard,TA,CBlock,Gd,Av,ALQ,Gd,Y,1200,0,1200,1.0,0,TA,6,Typ,0,,Fin,3.0,850.0,Y,0,171,Normal,2008,11.94324565298537,153774.98137920198
120,RM,,Reg,Lvl,Inside,MeadowV,5,6,1975,Gable,CemntBd,TA,PConc,Gd,No,GLQ,Gd,Y,1040,0,1040,0.0,0,TA,6,Typ,0,,Unf,2.0,499.0,Y,0,0,Normal,2008,11.701997928422902,120812.84944730485
160,RM,41.0,Reg,Lvl,Inside,MeadowV,5,7,1976,Gable,CemntBd,TA,PConc,Gd,No,ALQ,TA,Y,925,550,1475,0.0,0,TA,6,Typ,1,TA,Unf,1.0,336.0,Y,92,0,Normal,2008,11.781014322323854,130746.33125833844
180,RM,21.0,Reg,Lvl,Inside,MeadowV,4,7,2006,Gable,CemntBd,TA,CBlock,Gd,Av,GLQ,Gd,Y,526,462,988,1.0,0,TA,5,Typ,0,,RFn,1.0,297.0,Y,120,0,Normal,2008,11.567003113026889,105556.65616652295
180,RM,21.0,Reg,Lvl,Inside,MeadowV,4,6,1973,Gable,CemntBd,TA,CBlock,Gd,Gd,GLQ,TA,Y,526,462,988,1.0,0,TA,4,Typ,1,Po,RFn,1.0,297.0,Y,0,0,Normal,2008,11.534598973336763,102191.0084905469
20,RL,,IR1,Lvl,Corner,Mitchel,5,6,1968,Gable,Plywood,TA,CBlock,TA,No,ALQ,Ex,Y,1160,0,1160,1.0,0,Gd,6,Typ,0,,Unf,1.0,257.0,Y,81,0,Normal,2008,11.872616886184193,143288.7187744023
160,RM,21.0,Reg,Lvl,Inside,MeadowV,6,9,2007,Gable,CemntBd,TA,CBlock,TA,No,GLQ,Ex,Y,546,546,1092,0.0,1,TA,6,Typ,0,,,0.0,0.0,Y,187,0,Normal,2008,11.677295521662973,117865.04018689485
20,RL,59.0,Reg,Lvl,Inside,Mitchel,5,7,1983,Gable,VinylSd,TA,CBlock,TA,No,GLQ,Ex,Y,816,0,816,0.0,0,TA,4,Typ,0,,Unf,1.0,264.0,Y,315,0,Normal,2008,11.70332912536394,120973.78223577951
20,RL,60.0,Reg,Lvl,Inside,Mitchel,5,6,2005,Gable,HdBoard,TA,CBlock,TA,No,GLQ,Gd,Y,845,0,845,0.0,0,Gd,6,Typ,0,,Unf,1.0,264.0,Y,0,0,Normal,2008,11.689666646088606,119332.2198838107
20,RL,74.0,Reg,Lvl,Corner,Mitchel,5,6,1984,Gable,HdBoard,TA,CBlock,TA,No,ALQ,TA,Y,889,0,889,0.0,0,TA,6,Typ,0,,Unf,2.0,484.0,Y,0,0,Normal,2008,11.715483752767508,122453.1458283205
20,RL,85.0,Reg,Lvl,Inside,NAmes,6,6,1971,Gable,MetalSd,TA,CBlock,TA,No,BLQ,TA,Y,1587,0,1587,0.0,0,TA,7,Typ,1,Gd,Unf,2.0,525.0,Y,0,0,Normal,2007,12.028924871452023,167531.19830691314
80,RL,56.0,IR1,HLS,Inside,Gilbert,6,5,1997,Gable,VinylSd,TA,PConc,Gd,No,Unf,Gd,Y,754,630,1384,0.0,1,TA,7,Typ,1,TA,Fin,2.0,390.0,Y,0,0,Normal,2007,11.979350100682467,159428.38454880324
80,RL,,IR1,Lvl,CulDSac,Gilbert,6,5,1994,Gable,HdBoard,TA,PConc,Gd,No,LwQ,Gd,Y,924,770,1694,0.0,1,TA,7,Typ,1,TA,Fin,2.0,398.0,Y,256,0,Normal,2007,12.103656363903735,180530.74305814048
60,RL,,IR1,Lvl,Inside,Gilbert,6,5,2000,Gable,VinylSd,TA,PConc,Gd,No,ALQ,Gd,Y,947,767,1714,1.0,1,TA,7,Typ,1,TA,Fin,2.0,451.0,Y,256,0,Abnorml,2007,12.114915202137897,182574.79472183873
60,RL,63.0,Reg,Lvl,Inside,Gilbert,7,5,1996,Gable,HdBoard,Gd,PConc,Gd,No,Rec,Gd,Y,691,862,1553,0.0,1,Gd,6,Typ,0,,Fin,2.0,420.0,Y,0,0,Normal,2007,12.062089242259276,173180.42381656964
60,RL,60.0,Reg,Lvl,Inside,Gilbert,6,5,2003,Gable,VinylSd,TA,PConc,Gd,No,Unf,Ex,Y,957,1342,2299,0.0,1,TA,7,Typ,1,TA,Fin,2.0,482.0,Y,188,0,Normal,2007,12.195821594103712,197960.2623046745
20,RL,,IR1,Lvl,Corner,Gilbert,7,5,1993,Gable,HdBoard,TA,PConc,Gd,No,Unf,Gd,Y,1187,0,1187,0.0,0,Gd,6,Typ,0,,RFn,2.0,420.0,Y,0,0,Normal,2007,12.003474020805672,163321.1882181036
